age,gender,residence,competative_exams,access_to_internet,study_hours_per_day,has_scholarship,extracurricular_activities,fam_fin_status,health,location,f_edu,m_edu,f_job,m_job,alcoholic,additional_tuition,fam_size,fam_relation,prev_percent_1,prev_percent_2,prev_percent_3,TARGET_PREDICTION_PERCENT
24,F,D,0,1,2,0,1,2,3,U,4,4,1,1,1,0,3,5,75,55,78,89
17,M,D,0,1,2,0,1,5,3,U,4,5,1,0,1,1,3,5,95,75,76,84
18,F,D,0,1,2,0,1,3,3,U,4,5,1,0,0,1,3,4,94,65,78,70
18,F,D,1,1,2,0,1,2,3,U,4,5,1,0,0,1,3,5,86,58,60,75
18,M,D,0,1,2,0,1,4,3,U,4,5,1,0,1,0,3,5,88,87,85,89
19,M,H,1,1,2,0,1,3,3,U,4,5,1,0,2,0,3,5,87,69,45,85
20,M,H,1,1,2,0,1,4,3,U,4,5,1,1,2,0,3,5,88,89,62,80
17,M,H,1,1,2,0,1,3,3,U,4,5,1,0,0,0,4,5,85,85,86,75
18,M,D,1,1,2,0,1,5,3,U,4,5,1,0,1,0,5,5,82,77,75,80
19,M,D,1,1,3,0,1,3,2,U,4,5,1,0,0,0,10,5,89,65,71,75
18,M,H,0,1,3,0,1,4,1,U,4,5,1,0,1,0,6,5,90,87,60,84
18,F,H,0,1,3,0,1,3,2,U,4,5,1,1,3,0,3,4,96,69,80,65
18,F,H,0,1,3,0,1,2,3,U,4,5,1,0,0,0,5,4,91,64,70,78
19,F,H,0,1,3,0,1,3,4,U,4,3,1,0,0,0,2,5,64,65,81,89
20,F,H,0,1,1,0,1,4,2,R,4,3,1,1,0,0,3,4,82,85,83,90
21,M,H,0,1,1,0,1,4,3,R,4,3,1,0,0,0,4,4,73,84,82,88
21,F,H,0,1,2,0,1,3,3,U,4,2,1,0,2,0,5,4,72,73,72,87
21,F,D,0,1,1,0,1,2,3,U,4,2,1,0,1,0,4,4,95,70,76,85
21,F,D,1,1,2,0,1,2,2,U,3,3,1,1,1,0,3,3,68,89,88,86
21,F,D,1,1,1,0,1,2,3,U,3,2,1,0,1,0,3,4,92,80,58,89
21,F,D,1,1,2,0,1,3,4,U,3,2,1,0,0,0,2,5,71,87,71,83
21,F,D,1,1,1,0,1,3,3,U,3,1,1,1,1,0,1,4,83,90,75,80
21,M,D,1,1,1,0,1,3,2,U,3,2,1,0,2,0,6,4,92,87,67,70
17,M,D,1,1,3,0,1,3,2,U,3,3,1,1,2,0,5,4,96,86,54,75
18,M,D,1,1,1,0,1,2,3,U,3,4,1,0,3,0,4,5,88,87,85,85
22,F,D,1,1,1,0,1,2,2,U,3,2,1,0,4,0,2,5,55,80,88,89
21,F,D,0,1,1,0,1,3,2,U,3,1,1,0,1,0,3,5,85,66,72,87
17,F,D,0,1,1,1,1,3,3,U,3,3,1,1,1,0,1,5,75,75,56,86
18,F,D,0,1,1,0,1,2,2,U,3,4,0,0,1,0,5,4,79,82,57,70
19,F,D,0,1,1,0,1,3,3,U,3,2,0,1,1,0,2,4,88,80,73,75
20,M,D,0,1,1,0,0,2,3,U,3,3,1,0,1,0,3,4,83,83,68,85
21,M,D,0,1,1,0,1,3,3,U,3,2,1,0,1,0,4,4,82,70,75,80
20,M,D,0,1,1,0,1,2,3,U,3,3,0,0,0,0,4,4,84,75,66,75
20,F,D,0,1,1,0,1,4,3,U,3,4,0,0,0,0,3,3,86,90,82,70
20,M,D,0,1,1,0,1,2,3,U,3,2,1,0,0,0,4,4,87,85,50,73
20,F,D,0,1,1,0,1,1,3,U,3,1,0,0,0,0,5,4,77,67,76,72
19,M,D,0,1,1,0,1,2,4,U,3,4,0,0,0,0,4,3,79,82,63,86
18,F,D,0,1,1,0,1,1,4,U,3,5,1,0,4,0,3,4,87,73,65,72
18,M,D,0,1,1,0,1,1,4,U,3,2,0,0,0,0,4,4,84,71,83,75
18,F,D,0,1,1,0,1,1,3,U,3,2,1,0,0,0,4,3,86,89,60,76
17,F,D,0,1,1,0,1,1,4,U,3,3,1,0,1,0,4,4,82,82,65,89
17,F,D,0,1,1,0,1,1,3,U,3,2,0,0,2,0,3,4,81,72,56,80
18,F,D,0,1,2,0,1,1,4,U,3,3,1,0,0,0,3,3,83,58,66,74
19,F,D,0,1,2,0,1,1,4,U,3,4,1,0,0,0,5,4,88,73,56,72
19,M,D,0,1,2,0,1,1,3,U,3,2,1,0,3,0,4,4,80,80,89,80
19,M,D,0,1,2,0,1,2,3,U,3,2,1,0,0,0,3,4,70,86,77,86
19,M,D,0,1,2,0,1,2,3,U,3,4,0,0,0,0,6,3,85,87,88,82
19,M,D,0,1,2,0,1,3,3,U,3,5,1,0,1,0,5,4,90,85,74,90
19,M,D,0,1,2,0,1,2,3,U,3,2,1,0,0,0,3,4,70,89,54,85
22,M,D,0,1,2,0,1,3,3,U,3,1,1,0,1,0,3,3,88,82,88,88
23,F,D,0,1,2,0,1,1,3,U,3,3,1,0,0,0,3,5,85,88,85,87
23,F,D,0,1,2,0,1,2,3,U,3,3,0,1,0,0,3,5,60,65,86,88
21,F,D,0,1,2,0,1,4,2,U,2,2,1,0,0,0,3,3,65,75,74,87
21,F,D,0,1,2,0,1,5,2,U,1,4,1,0,0,1,3,4,68,63,82,86
21,F,D,0,1,2,0,1,2,3,R,1,2,1,0,0,1,3,3,69,85,90,83
22,M,D,0,1,2,0,1,1,4,R,2,2,1,0,0,1,4,4,87,87,82,85
22,M,D,1,1,2,0,1,1,3,R,2,3,0,0,0,1,4,5,89,84,78,88
18,M,D,1,1,2,0,1,2,3,U,5,5,1,0,1,1,4,4,77,90,85,80
19,M,D,0,1,2,1,1,3,5,R,5,2,1,1,0,0,4,4,89,77,75,84
20,F,D,0,1,2,0,1,1,4,R,3,1,1,0,0,0,4,4,87,65,65,81
20,F,D,1,1,2,0,1,2,5,R,4,4,1,0,0,0,4,4,89,84,78,89
20,F,D,0,1,2,0,1,4,5,U,4,3,0,0,2,0,3,4,90,72,82,88
21,M,D,1,1,2,0,1,2,1,U,4,2,1,0,0,0,3,4,95,81,89,78
21,F,D,0,1,2,0,1,1,2,U,4,3,1,0,0,0,3,4,96,75,75,77
25,F,D,1,1,2,0,1,2,3,U,4,4,0,0,0,0,3,3,98,81,74,75
24,M,D,0,1,2,0,1,4,3,U,4,2,1,1,1,0,3,3,89,77,88,72
22,M,D,1,1,2,0,1,5,2,U,4,4,0,0,0,0,5,3,85,73,59,80
23,M,H,0,1,2,0,1,3,4,U,4,2,1,0,0,0,2,3,86,60,56,70
19,F,H,1,1,2,0,1,3,4,U,4,3,1,0,0,0,3,3,68,65,58,75
20,M,H,0,1,2,0,1,2,3,U,4,2,0,0,1,0,3,3,97,68,57,76
21,M,D,1,1,2,0,1,1,5,U,4,2,1,0,0,0,3,3,95,70,77,67
18,M,H,0,1,2,0,1,3,3,U,4,4,1,0,0,0,3,4,82,82,67,80
18,M,D,0,1,2,0,1,4,2,U,3,2,1,0,0,0,3,5,73,74,88,89
17,F,H,0,1,2,0,1,2,2,U,3,4,0,0,0,0,4,4,70,73,89,87
18,F,D,0,1,1,0,1,1,2,U,3,4,1,1,0,0,5,4,54,70,86,77
19,F,D,0,1,1,0,1,3,2,U,3,3,1,0,0,0,3,5,58,90,68,75
19,M,D,1,1,1,0,1,2,2,U,3,2,1,0,0,0,4,5,83,51,63,78
21,M,D,0,1,1,0,1,3,4,U,3,1,1,0,0,0,5,5,92,54,79,79
20,M,D,1,1,1,0,0,4,4,U,4,3,1,0,0,0,3,4,87,75,75,80
20,M,D,1,1,1,0,1,2,2,U,3,2,0,0,0,0,6,4,86,95,78,88
19,F,H,1,1,1,0,1,1,2,U,3,3,1,0,0,0,5,4,87,88,72,83
18,F,D,0,1,1,0,1,3,2,U,2,4,1,0,0,1,4,5,98,85,86,86
20,F,D,0,1,3,0,1,3,4,R,4,0,0,0,2,1,6,2,58.09,55.21,59.73,61.17
18,M,D,1,0,8,0,0,2,4,U,5,5,0,0,2,1,4,5,74.24,69.31,68.83,71.9
20,F,D,0,1,5,0,0,4,2,R,0,3,0,1,0,1,6,2,85.9,90.63,89.33,92.98
20,M,H,1,0,8,1,1,1,2,R,1,4,1,0,4,0,2,2,73.13,73.57,76.93,78.62
22,M,H,0,1,8,1,0,4,2,U,1,5,0,1,2,0,3,1,51.5,48.23,49.7,51.79
21,M,H,0,1,5,0,1,2,4,R,5,5,1,0,4,1,5,4,50.61,54.68,53.5,57.82
20,F,D,1,1,8,1,1,3,1,U,0,1,1,0,4,1,2,1,67.2,69.29,65.1,72.19
20,F,D,0,0,3,0,1,5,4,U,2,0,0,1,2,1,2,2,79.59,82.48,82.92,81.72
22,F,D,0,1,6,0,0,5,4,U,5,2,1,1,3,0,4,2,55.55,52.76,51.38,57.36
22,M,D,1,0,4,1,0,3,1,U,3,5,1,0,4,1,2,3,74.9,72.34,68.33,74.11
19,F,D,1,1,1,0,0,1,5,U,4,2,0,1,0,1,6,3,86.85,91.5,87.99,92.57
19,F,H,0,1,1,0,0,1,4,R,5,5,0,0,1,0,6,5,80.16,81.73,82.92,83.65
18,M,D,0,1,4,1,0,5,1,U,1,2,1,0,1,1,3,2,50.02,51.82,53.21,55.24
21,F,H,1,1,2,0,0,5,2,R,3,4,1,0,4,0,5,3,84.52,80.41,78.82,85.96
18,F,D,0,1,3,0,1,4,3,R,2,1,1,1,1,1,2,4,58.86,63.85,64.53,67.21
20,F,H,0,0,6,1,0,3,4,U,1,0,1,1,4,0,3,1,89.43,86.82,84.29,88.04
22,M,D,0,1,1,0,0,2,4,R,5,0,0,0,4,0,2,5,67.12,71.79,74.06,72.94
20,F,D,0,0,8,1,0,1,4,U,3,5,0,1,3,0,4,4,69.46,67.65,71.19,72.81
18,M,D,1,1,3,1,0,2,5,R,0,3,0,1,1,1,3,2,54,50.18,49.55,51.27
21,F,D,1,1,5,0,0,1,5,U,4,4,1,1,1,0,5,5,79,82.96,85.62,83.59
19,F,D,0,1,4,0,1,4,5,R,5,0,0,1,3,0,4,4,57.23,59.87,61.47,60.92
18,F,H,0,0,4,1,1,4,4,R,4,1,1,0,3,0,4,3,51.47,47.2,48.92,53.68
21,F,H,1,0,6,1,0,1,4,U,1,2,1,1,3,0,6,5,60.05,62.7,59.31,62.88
21,M,H,1,1,3,1,0,5,3,U,5,4,1,0,3,1,6,2,89.54,89.26,89.9,90.08
22,F,D,1,0,5,1,0,4,3,U,1,5,0,1,4,0,5,1,52.15,52.41,53.16,54.82
19,M,D,0,0,8,1,1,4,2,R,2,2,1,1,1,1,3,4,82.11,80.72,80.97,84.35
20,F,H,0,0,4,1,0,1,5,U,5,3,1,0,1,0,5,5,71.55,71.11,71.74,73.86
20,F,H,1,0,3,1,0,1,1,U,2,1,0,0,1,1,5,3,79.01,79.82,82.93,81.94
21,F,D,0,1,5,0,0,1,3,R,1,3,1,1,1,0,4,3,84.35,86.16,86.68,86.96
22,M,H,0,1,7,1,1,4,3,U,0,1,1,1,0,1,4,5,87.79,89.8,88.24,89.02
21,F,D,1,1,1,1,0,4,1,R,3,5,1,1,2,1,6,4,69.94,69.44,67.48,73.37
22,F,D,0,1,1,0,0,5,5,U,4,5,1,1,3,0,5,4,60.64,63.36,61.85,63.06
18,M,D,0,0,4,1,0,3,5,R,4,1,0,1,2,1,3,1,54.04,54.94,51.52,56.87
18,M,H,1,1,6,1,1,4,5,U,1,4,0,1,1,1,3,1,67.15,67.4,68.33,69.28
19,F,D,1,0,6,1,0,4,1,U,0,5,1,1,3,1,4,5,69.54,65.57,63.7,66.6
19,M,D,0,1,7,1,0,5,5,U,2,4,1,0,4,1,5,4,62.41,60.29,63,65.32
21,M,D,1,0,2,1,1,4,2,R,4,4,1,0,0,1,4,1,67.38,70.52,74.75,75.65
22,M,D,0,1,7,0,0,4,1,R,2,3,0,1,1,0,3,2,66.95,71.02,71.8,70.45
18,M,H,1,1,5,1,1,2,5,U,0,2,0,1,0,1,6,2,70.25,70.96,66.15,69.94
21,F,D,1,0,7,1,1,4,3,U,0,0,1,1,2,1,3,4,78.64,83.43,83.78,84.31
19,F,D,0,1,3,0,1,3,2,U,2,0,0,1,2,1,3,3,65.15,69.37,70.31,71.62
18,F,D,0,1,4,1,1,5,3,U,1,3,1,0,4,1,6,5,65.93,61.25,60.74,64.6
22,M,H,1,1,1,1,1,1,2,U,5,2,1,0,3,0,3,4,83.9,80.36,83.9,84.53
21,M,H,0,1,3,0,1,1,4,R,0,1,1,1,3,1,2,4,75.29,73.68,78.03,78.95
22,F,D,1,1,7,0,0,3,4,R,0,0,0,0,1,1,3,4,69.85,65.81,67.57,72.21
20,M,H,0,0,7,0,0,2,5,U,4,1,1,1,1,1,3,4,69.31,68.9,64.61,70.31
22,M,D,1,1,8,0,0,4,5,R,2,5,0,1,0,0,5,5,54.29,49.7,51.35,55.34
20,M,H,1,1,4,1,1,5,5,R,2,5,1,1,1,0,4,3,76.17,73.01,72.72,74.47
21,F,D,0,0,3,1,1,3,2,R,4,4,0,0,1,1,5,3,82.74,85.16,85.75,85.01
20,F,D,0,1,3,0,0,5,3,R,0,3,1,1,3,0,2,2,69.53,66.43,63.02,66.72
21,F,H,1,1,8,0,1,4,1,U,5,3,1,1,0,1,2,2,54.34,50.09,45.17,54.1
19,F,H,0,1,5,0,0,2,2,U,4,1,1,0,0,0,4,2,85.83,88.14,89.41,88.2
20,F,H,1,0,8,0,1,2,1,R,5,3,1,0,3,0,4,5,78.14,73.47,69.9,76.76
19,F,H,0,0,7,0,0,1,3,R,5,2,1,1,3,1,3,2,70.46,68.16,66.14,71.01
20,F,D,0,0,3,1,1,2,5,R,5,4,0,0,1,1,4,1,73.17,68.56,68.72,74.63
21,F,H,1,1,5,1,0,1,3,U,2,2,0,1,4,1,5,3,54.86,54.15,58.37,57.36
20,F,H,1,0,4,0,0,5,3,U,4,3,1,0,4,0,4,4,71.64,71.08,72.94,75.91
19,F,H,0,1,3,1,1,5,1,R,4,1,1,1,2,0,5,2,62.06,58.94,60.79,64.92
22,F,H,0,1,5,0,0,3,3,R,5,0,0,1,1,1,3,1,81.14,81.54,79.61,84.81
21,F,H,0,0,7,1,0,5,3,R,5,3,0,0,4,1,4,1,59.48,60.35,55.57,61.06
18,F,D,0,0,5,0,0,4,4,U,3,3,0,0,2,1,3,5,81.98,86.85,84.45,85.29
21,M,D,1,0,2,1,0,2,4,R,5,4,1,0,3,0,3,4,62.8,67.38,65.33,65.73
18,M,D,1,1,6,0,1,2,5,U,5,2,0,1,3,0,5,2,83.37,84.26,81.5,86.06
19,F,H,0,0,8,1,0,1,2,U,3,1,1,1,1,0,6,4,80.81,76.55,79.27,83.3
22,M,H,1,1,1,0,0,2,1,R,0,5,1,0,1,0,2,3,58.47,61.24,56.99,63.35
22,M,H,1,1,4,1,1,5,5,U,1,5,1,1,1,0,6,2,75.03,79.31,78.35,81.13
19,M,D,1,0,5,0,1,5,2,R,4,3,1,1,0,0,2,2,65.03,63.37,63.31,67.97
20,M,H,1,1,3,0,0,1,3,U,5,0,0,1,1,0,3,5,54.81,54.59,55.01,56.16
21,M,H,0,0,3,0,0,3,2,U,2,1,0,0,1,1,6,1,64.27,63.25,65.64,64.56
22,M,H,0,0,3,1,0,1,5,R,4,3,0,0,2,1,2,4,89.07,85.42,86.71,88.03
21,M,H,1,0,2,1,0,5,5,R,3,4,1,0,4,1,3,4,58.24,59.87,56.73,59.11
22,F,D,0,0,7,1,0,1,1,R,0,1,0,1,3,0,6,1,72.09,72.31,75.26,76.98
21,F,H,1,0,5,0,0,2,2,R,0,3,0,0,3,0,6,5,65.92,61.45,65.29,67.47
22,M,D,0,0,3,0,1,5,5,U,1,2,0,0,4,1,4,3,62.26,66.68,65.31,69.68
19,M,D,1,0,8,0,1,5,5,R,3,4,0,1,0,0,4,1,82.42,86.92,88.19,86.43
21,F,D,0,1,2,0,0,1,4,R,1,0,1,0,1,0,5,1,83.06,79.45,82.91,85.16
19,M,D,0,0,3,1,1,3,4,U,2,3,0,0,3,1,2,3,77.96,74.4,79.1,81.74
18,M,D,0,0,1,0,1,1,3,R,5,3,1,1,0,1,3,3,70.19,66.59,62.36,68.94
18,F,D,1,1,5,0,0,5,5,R,1,0,1,0,4,1,3,2,58.28,55.97,60.25,63.06
22,M,D,0,1,1,1,1,3,3,R,5,1,0,0,3,1,2,3,76.79,78.56,81.57,82.79
21,M,H,1,1,1,1,0,1,1,R,2,1,1,0,1,1,2,3,70.36,74.38,78.95,78.77
18,F,H,1,0,5,1,0,5,4,U,2,0,1,0,2,0,6,1,73.05,74.08,77.72,77.63
22,M,H,1,1,3,0,0,5,4,R,2,1,1,1,4,1,4,4,64.55,67.25,69.92,70.97
18,F,D,1,0,4,0,0,3,4,U,5,0,0,0,2,1,6,4,70.32,70.28,68.8,72.27
21,M,H,0,0,5,0,0,3,4,U,1,0,0,1,1,0,2,4,75.22,76.58,73.83,76.16
19,M,D,0,0,8,1,0,1,2,U,2,5,0,1,2,1,6,1,60.82,58.7,60.3,61.33
19,M,D,1,0,8,0,1,2,2,R,4,2,1,1,3,0,5,4,50.82,53.5,49.58,51.32
19,M,D,1,0,1,0,1,3,2,U,4,5,1,0,3,1,2,5,87.08,88.54,92.22,89.92
19,F,H,1,1,5,0,0,3,4,U,4,5,0,1,0,0,3,1,76.79,81.21,81.97,84.71
19,F,H,0,1,8,1,1,3,1,R,0,1,1,1,1,1,3,2,65.7,68.66,64.31,67.96
18,F,D,1,1,6,0,1,5,1,U,2,1,0,0,1,0,5,2,61.94,57.28,53.22,59.7
21,F,H,0,0,8,0,0,1,3,R,1,0,0,0,2,0,2,3,51.96,49.33,50.9,50.89
20,F,D,0,0,1,0,0,1,4,R,3,0,0,0,2,0,5,1,51.9,48.7,51.43,51.25
22,M,H,1,1,4,0,1,5,1,R,2,5,0,1,1,1,4,2,74.35,77.02,72.99,76.92
19,M,D,0,0,3,0,0,1,3,U,1,2,1,1,0,1,6,3,89.65,87.37,83.34,90.23
21,M,H,1,1,1,0,0,2,1,R,2,0,1,1,0,0,4,2,59.12,61.12,65.06,62.82
21,F,D,1,0,1,0,1,1,3,U,5,2,1,0,1,0,5,3,67.83,65.69,62.47,66.75
18,F,H,1,0,2,1,1,3,1,R,5,0,1,0,0,1,2,5,62.14,61.62,58.91,65.07
18,M,D,0,0,7,0,1,4,1,R,0,2,0,1,1,1,4,4,65.78,61.37,65.81,67.38
20,M,D,0,0,6,1,0,2,1,R,3,2,0,1,1,1,4,2,74.76,75.39,76.33,79.76
20,F,H,1,1,2,0,1,3,3,U,5,5,1,1,1,0,4,5,87,87,86,86
20,M,D,0,1,2,0,0,4,4,U,3,3,1,0,1,0,4,5,92,91,86,89
20,M,D,1,1,3,1,1,3,5,U,4,2,1,0,1,0,4,5,69,69,69,69
19,F,H,0,1,4,0,1,4,3,U,5,5,1,0,1,0,4,5,82,76,83,80
18,F,D,1,1,5,0,0,3,5,U,3,3,1,0,1,0,5,5,84,82,85,83
19,F,H,0,1,1,0,0,3,5,R,5,4,1,0,1,0,4,5,85,93,80,86
21,M,D,0,1,0,0,1,3,4,U,4,4,1,0,1,0,3,5,75,75,79,76
19,F,H,1,1,4,0,1,4,4,U,4,4,1,0,1,0,4,5,81,84,82,82
22,M,D,0,1,2,1,0,3,4,U,2,1,1,0,1,0,4,5,94,92,94,93
18,F,H,0,1,4,0,1,3,3,R,4,4,1,1,1,0,4,3,69,96,90,85
19,F,D,1,1,4,1,0,3,4,U,2,2,1,0,1,0,4,5,95,86,85,88
20,F,D,0,1,3,0,0,4,5,U,4,2,1,0,1,0,4,5,85,84,84,84
17,F,H,0,1,5,1,1,3,4,U,4,4,1,0,1,0,6,4,82,97,100,93
19,F,D,0,1,3,0,1,3,4,U,2,3,1,0,1,0,5,3,85,84,85,84
17,F,D,1,1,8,0,1,1,5,U,2,2,1,0,1,0,4,3,100,98,76,66
20,F,D,0,1,2,0,0,3,3,U,4,3,1,1,1,0,3,3,87,80,65,55
17,F,D,1,1,5,0,1,4,3,U,5,5,1,1,1,0,4,3,95,77,74,31
20,F,D,1,1,4,1,1,3,4,U,1,1,1,1,1,0,4,5,89,87,85,87
21,M,H,1,1,5,0,0,3,5,R,1,2,1,1,1,0,4,5,69,72,69,70
21,M,D,0,0,0,0,1,4,1,U,4,4,1,0,4,0,4,5,0,0,0,0
20,F,D,1,1,10,0,1,4,4,U,4,4,1,1,1,0,4,5,88,90,89,89
20,F,D,0,1,2,1,0,3,4,U,2,3,1,0,1,0,5,5,83,85,94,86
21,F,H,0,1,2,1,1,3,4,R,2,2,1,1,1,0,5,5,78,75,87,80
18,F,H,0,1,5,0,1,3,4,R,4,4,1,1,1,0,6,5,100,99,95,97
20,M,D,1,1,2,1,1,3,4,U,1,4,0,1,1,0,3,5,90,76,65,30
18,F,H,0,1,8,1,1,3,2,R,3,4,1,1,1,0,4,4,78,81,74,77
21,M,H,0,1,7,0,1,4,4,U,5,4,1,1,3,0,4,3,90,95,98,94
20,F,D,0,1,2,0,0,4,3,U,4,4,1,1,1,0,4,5,93,87,85,86
20,M,H,1,1,4,1,1,3,4,R,2,2,1,0,1,0,3,5,72,71,75,72
20,F,D,0,1,1,1,1,3,3,U,3,2,1,0,1,0,4,5,78,88,81,82
20,M,H,0,1,2,0,0,1,1,U,3,3,1,0,3,0,4,5,69,69,69,69
18,M,H,1,1,3,0,0,3,3,U,4,3,1,0,1,1,4,5,76,75,72,74
15,M,D,1,1,8,0,1,3,4,U,4,1,1,0,1,1,5,3,92,90,89,90
19,F,H,0,1,1,0,0,3,4,U,4,4,1,0,1,0,4,5,68,67,56,63
17,F,D,1,1,6,0,0,3,4,U,2,2,1,0,1,0,4,3,97,97,97,97
18,M,H,0,1,1,0,1,3,3,U,4,1,1,1,2,0,4,5,98,94,96,96
19,M,H,0,1,5,0,1,4,4,U,5,3,1,0,1,1,4,5,94,69,71,78
20,M,D,0,1,2,0,1,3,4,U,2,2,1,0,1,0,4,5,81,81,83,82
18,M,H,0,1,2,1,1,3,3,U,5,4,1,0,1,0,3,3,94,94,85,91
19,M,H,0,1,1,0,1,3,3,U,4,4,1,1,2,0,3,5,80,80,80,80
20,F,H,0,1,3,0,0,3,4,U,5,5,1,1,1,0,4,5,98,93,75,88
18,M,H,1,1,6,1,1,5,5,U,5,5,0,1,4,0,5,1,99,97,93,96
10,F,H,1,1,0,1,1,1,5,U,5,5,0,0,4,0,1,1,11,11,15,12
19,F,D,0,1,1,0,0,3,3,U,4,4,1,1,1,0,5,3,89,90,93,90
19,F,H,1,1,2,0,1,4,4,U,5,5,1,1,1,1,4,5,68,69,68,68
19,F,D,1,1,2,0,1,3,4,U,4,4,1,1,1,0,3,4,82,85,81,82
19,F,H,0,1,4,1,0,3,2,R,4,3,1,0,1,0,4,3,61,55,57,20
21,M,D,1,0,8,0,1,4,5,R,4,1,1,1,1,0,4,5,78,80,79,79
20,F,D,1,1,5,1,0,4,5,U,3,4,1,0,1,0,4,5,87,85,87,86
20,M,D,0,1,2,0,1,3,5,U,3,3,1,1,1,0,4,5,85,85,85,85
20,M,D,1,1,0,1,0,3,5,U,5,3,1,0,1,0,4,5,80,77,81,81
20,M,H,0,1,2,1,0,3,3,U,5,5,1,1,1,0,4,3,71,71,71,71
21,M,H,0,1,4,1,1,2,3,R,3,1,1,0,1,0,5,3,87,93,94,91
20,F,D,0,1,2,1,0,3,4,U,4,4,1,1,1,0,6,4,84,83,84,83
20,F,D,1,1,4,1,0,3,5,U,3,3,1,0,1,0,3,3,76,77,80,77
20,M,D,0,1,0,0,0,3,4,U,2,3,1,0,1,0,3,3,85,84,81,82
20,F,D,0,1,4,0,0,3,4,U,2,2,1,1,1,0,4,5,75,96,100,90
19,F,D,0,1,2,1,1,3,3,U,3,5,1,1,1,0,4,3,92,90,89,90
22,M,D,0,1,3,1,0,3,3,U,1,1,1,1,2,0,4,5,84,85,81,83
20,F,H,0,1,2,0,1,3,5,U,4,4,1,1,1,0,5,5,77,77,69,74
20,F,D,1,1,8,1,1,3,5,U,2,2,1,0,1,0,4,5,97,90,99,95
20,F,D,1,1,3,0,1,4,4,U,4,2,1,0,1,0,4,5,75,81,89,81
18,M,H,0,1,2,0,0,2,1,U,2,3,1,0,1,1,3,4,54,70,98,74
18,F,D,1,1,1,0,1,3,5,U,4,4,1,1,3,1,3,4,62,79,80,73
18,F,D,0,1,1,0,0,4,5,U,4,4,0,1,1,1,4,5,99,77,81,85
18,F,D,0,1,1,0,0,4,5,U,4,4,0,1,1,1,4,5,91,70,89,83
15,M,D,0,1,1,0,0,4,5,U,4,4,1,1,4,0,3,5,66,92,85,81
16,F,H,1,1,2,0,0,3,3,U,3,3,1,0,4,1,3,2,73,76,89,76
15,M,D,1,0,2,0,1,2,5,U,4,4,0,1,1,1,4,3,92,85,93,90
16,F,D,0,1,3,1,1,4,4,U,3,4,0,1,4,1,4,3,94,84,80,86
15,M,H,0,1,4,0,1,3,3,U,4,4,1,0,5,0,4,1,88,96,92,92
16,M,D,1,1,4,0,0,3,5,U,1,3,1,0,1,1,4,4,82,84,90,85
16,M,D,0,0,1,0,1,3,5,U,1,3,1,0,2,1,4,5,84,87,83,84
15,M,D,0,1,2,0,1,3,5,U,3,4,1,1,3,1,4,4,97,100,84,93
16,F,D,1,1,2,0,0,4,3,U,4,3,1,0,2,1,4,2,67,78,91,78
15,M,D,1,1,2,0,1,3,4,U,2,2,1,0,3,1,3,5,70,73,97,81
16,F,D,0,0,2,0,0,3,2,U,2,2,1,0,2,1,3,4,90,92,94,92
16,M,H,0,0,2,0,0,1,5,U,4,4,0,1,5,1,3,4,90,96,95,93
16,F,D,1,1,2,0,1,3,1,U,2,4,1,1,1,1,4,5,76,94,82,82
16,M,D,1,1,1,1,1,3,4,R,3,4,1,0,1,0,4,3,67,93,92,88
16,F,D,1,1,3,1,0,3,3,U,3,4,1,0,1,1,4,5,80,92,96,89
15,M,D,1,1,1,0,1,3,5,U,4,4,1,0,1,0,4,5,77,80,97,85
15,F,H,1,0,4,1,0,3,4,U,3,3,0,0,1,1,4,4,99,99,91,96
15,M,H,0,1,1,0,1,5,4,U,4,4,1,1,1,1,3,5,99,82,83,87
15,M,D,1,1,1,0,0,5,3,U,2,4,1,1,1,1,3,3,70,92,98,86
16,M,D,1,1,2,0,1,4,5,U,4,4,1,1,2,1,4,5,90,88,93,81
17,M,D,1,1,2,0,1,2,5,R,3,1,1,0,4,1,4,5,63,79,84,75
15,M,D,0,1,4,0,1,5,5,U,2,2,1,0,2,1,4,5,87,100,91,89
15,M,D,1,1,1,1,0,5,5,U,4,3,1,0,2,1,4,5,77,79,89,80
18,M,D,0,1,1,0,1,3,4,R,2,2,1,0,2,1,4,3,63,72,93,76
17,F,D,0,1,1,0,0,4,5,U,2,2,1,0,3,1,3,3,53,76,100,72
17,M,D,1,0,2,0,0,4,5,R,4,3,1,0,4,1,4,5,93,100,93,95
15,M,D,1,1,4,1,0,2,3,U,3,4,1,1,1,1,4,2,77,99,98,88
16,F,D,1,1,1,0,0,4,1,U,1,1,1,0,3,1,3,3,81,84,88,82
17,M,D,0,1,1,0,0,4,5,U,1,2,1,0,2,1,4,5,70,88,92,85
16,M,D,0,1,1,0,0,3,5,U,4,4,1,1,1,1,4,3,54,85,98,79
16,M,D,0,0,1,0,1,4,5,U,1,2,1,0,5,1,3,4,62,89,81,73
17,M,D,0,0,1,0,0,2,5,R,2,1,1,0,3,1,3,2,83,96,83,87
15,M,D,0,1,2,1,0,4,3,R,2,3,1,0,4,1,4,4,50,91,84,79
16,M,D,0,1,2,0,0,3,4,U,2,2,1,0,4,1,4,4,84,100,95,90
20,M,H,0,1,5,0,0,4,4,U,4,4,0,0,1,0,7,5,96,98,90,95
18,F,H,0,1,4,1,1,3,2,U,4,2,0,0,1,1,6,5,90,88,76,85
